Student_ID,GPA,SAT_Score,ACT_Score,Family_Size,Income_Level,Marital_Status,Support_Center_Utilization,Retention_Rate,Graduation_Rate,Life_Event,Institution_Type,Graduation_Age,Major,Study_Hours_Per_Week,Student_Loan_Amount,Campus_Engagement,First_Gen_Student,Enrollment_Status,Distance_From_Home,Work_Hours_Per_Week
182,2.5,971,21,1,Low,Single,0.42,0.69,0.66,Health Issues,Public,23,Business,12.2,19283.61,High,TRUE,Full-Time,63.6,3.7
183,2.57,939,21,1,Low,Married,0.24,0.73,0.77,None,Public,22,STEM,16.4,20406.06,High,FALSE,Full-Time,104.7,3.2
184,3.12,1172,26,1,Middle,Single,0.34,0.85,0.89,None,Private,22.3,Business,14.7,8211.58,Low,FALSE,Full-Time,75.5,7.2
185,2.48,1066,23,2,High,Single,0.42,0.63,0.63,None,Public,22.1,Health Sciences,13.9,9229.24,Medium,FALSE,Part-Time,53.5,17.7
186,3.89,1207,27,3,Low,Single,0.26,1,1,None,Private,22.1,Business,15.2,24897.47,Low,FALSE,Part-Time,38.9,16.8
187,2.54,1170,26,3,Middle,Single,0.65,0.71,0.75,Health Issues,Public,22.1,STEM,17.9,22629.37,Medium,FALSE,Part-Time,76.9,16.9
188,2.4,1089,24,3,Middle,Single,0.25,0.68,0.67,None,Private,22.5,Business,19.8,40004.5,Low,FALSE,Full-Time,65.9,8.9
189,2.5,972,21,4,Middle,Single,0.46,0.54,0.46,None,Private,22.8,Business,10.7,23259.14,Medium,TRUE,Full-Time,86,16.3
190,2.82,872,19,1,High,Single,0.46,0.59,0.64,Health Issues,Private,22.7,STEM,10.4,40378.1,Medium,TRUE,Full-Time,21.7,4.7
191,2.33,1033,23,4,Middle,Single,0.06,0.54,0.55,None,Public,22.6,STEM,25.5,2112.38,Low,TRUE,Full-Time,63.2,4.5
192,2.99,1228,27,2,Middle,Single,0,0.75,0.75,None,Private,22.8,STEM,14.5,13052.53,Medium,TRUE,Part-Time,63.3,7.2
193,3.15,1132,25,1,Low,Single,0.45,0.76,0.74,None,Private,23.7,Health Sciences,17.6,21390.62,Low,FALSE,Full-Time,77.8,5.7
194,2.28,913,20,2,Low,Married,0.43,0.5,0.54,Health Issues,Public,22.6,Arts,10.6,31421.72,Low,FALSE,Full-Time,82.9,10.1
195,2.71,1125,25,2,Middle,Single,0.58,0.85,0.87,None,Public,23,Arts,9.6,17006.36,High,TRUE,Part-Time,66.6,3.7
196,3.06,1157,26,1,Middle,Single,0.19,0.74,0.73,Family Issues,Public,23,Business,11.4,28156.22,Medium,TRUE,Part-Time,68.2,10.7
197,2.5,967,21,1,Middle,Single,0.33,0.64,0.58,Family Issues,Private,23.4,Arts,13,33405.94,Medium,FALSE,Part-Time,64.4,18
198,3.12,1123,25,2,Low,Single,0.35,0.9,0.96,Financial Problems,Public,22.8,Business,15.8,33852.51,Medium,TRUE,Full-Time,10.7,14.6
199,3.16,1108,24,1,Middle,Single,0.57,0.56,0.59,Financial Problems,Public,22.1,Arts,25.9,40536.15,Medium,FALSE,Full-Time,66.4,10.2
200,2.41,928,20,1,Middle,Divorced,0.38,0.55,0.56,None,Public,22.7,STEM,17.4,5127.99,Medium,TRUE,Part-Time,80.3,11.4
201,2.97,1153,25,3,High,Married,0.41,0.7,0.57,Health Issues,Private,22.6,STEM,10.3,15940.42,Medium,FALSE,Full-Time,1.4,7.6
202,3.02,1184,26,2,Low,Married,0,0.72,0.72,None,Private,22.9,Arts,13.5,41573.25,High,FALSE,Full-Time,67.2,8.8
203,3.3,1262,28,1,Low,Single,0.11,0.81,0.8,None,Private,22.1,Education,10.9,12272.36,Medium,FALSE,Part-Time,81.8,8.3
204,3.16,1258,28,2,Low,Single,0.3,0.94,0.9,Health Issues,Private,23.1,Arts,5.5,13993.06,High,FALSE,Full-Time,72.1,9.9
205,2.23,893,20,4,Middle,Single,0,0.63,0.66,None,Public,22.5,Business,14.8,19812.77,Medium,TRUE,Full-Time,54.4,11.6
206,2.76,959,21,1,High,Married,0.25,0.79,0.82,None,Public,22.9,STEM,8.8,36395.31,High,FALSE,Full-Time,57.8,3.5
207,3.4,1177,26,1,Middle,Single,0.56,0.85,0.88,None,Public,22.7,STEM,18.6,10436.53,Low,FALSE,Full-Time,7.9,15.2
208,2.49,1177,26,3,Middle,Single,0.35,0.5,0.55,Health Issues,Public,22.6,Business,13.6,7193.19,Low,FALSE,Full-Time,53.4,18.2
209,2.95,1177,26,1,Low,Single,0.18,0.53,0.48,None,Public,22.6,Arts,15.9,13657.14,Low,TRUE,Part-Time,25.3,0
210,3.79,1600,36,2,Middle,Single,0,0.8,0.77,Family Issues,Private,22.8,Business,12.6,33279.78,Low,TRUE,Full-Time,43.8,12
211,2.87,1185,26,2,High,Married,0.36,0.75,0.76,Family Issues,Public,23.5,Arts,18.7,23636.9,Low,TRUE,Full-Time,15.6,2.8
212,3.3,1270,28,2,High,Single,0.14,0.83,0.8,None,Public,22,STEM,22.5,0,Medium,TRUE,Full-Time,44.3,20.1
213,3.31,1243,27,3,High,Single,0,0.81,0.84,None,Public,22.8,STEM,9.9,21125.94,Low,FALSE,Full-Time,38.8,7.5
214,2.96,1197,26,6,Middle,Married,0.09,0.7,0.68,None,Public,22.5,Education,15.3,17754.54,Medium,FALSE,Full-Time,37.2,12.8
215,2.06,1052,23,3,Low,Married,0.41,0.72,0.78,Health Issues,Private,22.4,Business,21.1,26894.69,High,TRUE,Full-Time,18,3.6
216,2.75,1213,27,1,High,Single,0.07,0.6,0.56,Health Issues,Private,22,Health Sciences,25,20650.54,Low,FALSE,Full-Time,81.4,2.7
217,2.73,984,22,1,High,Single,0.25,0.78,0.88,Family Issues,Public,22.8,STEM,19.1,22303.61,Medium,FALSE,Full-Time,81.3,14.5
218,2,1064,23,2,High,Single,0.16,0.5,0.6,None,Public,22.4,Business,15.6,19535.05,Low,TRUE,Full-Time,69.3,11.8
219,2.92,1027,23,3,Middle,Single,0.56,0.72,0.72,None,Public,22.1,STEM,17.3,10541.62,Low,TRUE,Full-Time,48.5,14.2
220,2.94,1112,25,2,Low,Single,0.51,0.85,0.91,Family Issues,Private,22.5,STEM,10.9,22757.69,High,TRUE,Part-Time,40.5,10.2
221,4,1447,32,4,Low,Married,0,1,0.98,Family Issues,Public,22.4,Arts,9.5,13710.45,Medium,TRUE,Full-Time,36.7,6.1
222,2,819,18,1,Middle,Single,0.68,0.5,0.55,None,Public,22,Health Sciences,14.4,20881.15,Low,FALSE,Full-Time,32.6,11.2
223,2.39,1202,27,1,Low,Single,0.27,0.68,0.67,Financial Problems,Public,22.5,STEM,15.2,38938.23,Medium,TRUE,Full-Time,48.3,8.7
224,2.27,858,19,1,High,Single,0.6,0.6,0.54,None,Public,22.8,STEM,13.8,13445.08,High,FALSE,Part-Time,45.1,9.3
225,2.96,1029,23,3,Middle,Married,0.26,0.74,0.56,Health Issues,Private,22.2,Health Sciences,16,18801.69,High,FALSE,Full-Time,9.4,12.1
226,3.44,1263,28,2,Low,Married,0,0.88,0.87,Financial Problems,Public,22.6,Education,14.6,18696.69,Medium,TRUE,Full-Time,120.2,12.4
227,2.58,1109,24,1,Low,Single,0.7,0.58,0.59,Family Issues,Public,22.6,Business,21.5,12086.38,High,FALSE,Full-Time,66.9,13.9
228,2.37,938,21,3,Low,Married,0.58,0.56,0.63,Financial Problems,Public,23,Business,18.3,29111.34,High,TRUE,Full-Time,34.3,1.3
229,2.32,992,22,1,Middle,Single,0.47,0.52,0.52,None,Public,22.5,Education,6.8,23335.33,Medium,FALSE,Full-Time,11,8.1
230,2.76,1201,27,1,Middle,Single,0.36,0.78,0.83,None,Public,22.9,Arts,12.7,30340.61,Medium,FALSE,Full-Time,0,6.8
231,2.76,990,22,1,Low,Married,0,0.68,0.66,Family Issues,Private,22.3,Arts,14.1,0,High,FALSE,Part-Time,75.3,8.9
232,2.47,1132,25,4,Middle,Single,0.21,0.5,0.48,None,Public,23.5,Health Sciences,22.8,29859.75,Low,FALSE,Full-Time,62.5,10.5
233,2.5,1106,24,4,Low,Married,0.28,0.55,0.61,None,Public,22.3,Business,12.6,21173.95,Low,FALSE,Full-Time,44.5,4.2
234,2.17,1002,22,1,Low,Single,0.39,0.5,0.4,None,Public,22.2,STEM,18.9,24328.44,Medium,FALSE,Full-Time,55.6,5.8
235,3.11,1421,31,1,Middle,Single,0.32,0.73,0.73,None,Public,22.5,Business,7.4,18371.07,Low,FALSE,Full-Time,63.5,16.7
236,3.03,1195,26,2,Middle,Divorced,0.11,0.76,0.74,None,Private,22.1,STEM,12.9,12508.13,Low,FALSE,Full-Time,29,18.5
237,2.35,800,18,2,High,Single,0.32,0.57,0.64,None,Public,22,Arts,18.6,23633.63,Medium,FALSE,Full-Time,88.9,9.1
238,2.76,1127,25,2,Middle,Single,0,0.89,0.86,Family Issues,Public,22.9,Business,18.9,14158.45,Medium,FALSE,Part-Time,57.8,13.5
239,2.05,1000,22,2,Low,Single,0.4,0.57,0.6,Health Issues,Private,22,STEM,22.7,19888.02,Medium,FALSE,Part-Time,66.9,13.9
240,3.32,1227,27,3,High,Single,0.37,0.88,0.93,Family Issues,Private,22.1,Health Sciences,18.1,21982.41,Medium,FALSE,Full-Time,49.6,6.7
241,2.96,981,22,5,Middle,Single,0,0.58,0.5,None,Public,22,STEM,19.4,19497.71,Medium,FALSE,Full-Time,63.4,4.1
242,2.51,1082,24,3,Middle,Single,0.26,0.59,0.58,None,Private,22.6,Education,13.4,14822.04,Medium,TRUE,Full-Time,74.9,13.9
243,2.8,1175,26,1,High,Single,0.42,0.65,0.63,None,Public,22,Education,16.1,29417.98,Low,TRUE,Full-Time,30.4,7
244,3.23,1229,27,3,Middle,Single,0.13,0.73,0.78,None,Public,22.8,STEM,17.9,10551.35,Low,TRUE,Full-Time,81.5,6.8
245,2.79,919,20,1,Low,Single,0.06,0.62,0.65,Health Issues,Public,22.8,Business,20.3,8300.11,Low,FALSE,Full-Time,74.8,12.6
246,2.47,1049,23,2,Middle,Single,0.32,0.5,0.49,None,Public,22,Business,13,3443.64,Medium,FALSE,Full-Time,63,13.2
247,2.17,1028,23,2,Middle,Single,0.64,0.5,0.45,Health Issues,Public,22.6,Education,15.3,0,Low,FALSE,Full-Time,77.3,12.3
248,2.69,1002,22,3,High,Married,0.3,0.76,0.81,None,Public,22.8,Arts,16.6,18168.6,High,FALSE,Full-Time,63.3,3
249,3.65,1364,30,1,Low,Single,0.12,0.9,0.9,None,Public,23,STEM,19.6,16258.49,Medium,FALSE,Part-Time,28.4,0
250,2.9,1160,26,4,Middle,Married,0.13,0.68,0.59,Family Issues,Private,22,Business,17.1,0,Medium,TRUE,Full-Time,88.5,10.6
251,2.11,910,20,2,High,Divorced,0.26,0.53,0.45,Health Issues,Public,22,Business,9.8,20469.95,Low,FALSE,Part-Time,46.5,17.6
252,3.39,1237,27,1,Low,Married,0.24,0.96,0.99,Health Issues,Private,23.3,STEM,18,27560.7,Low,FALSE,Part-Time,111,6.1
253,3.7,1418,31,1,Low,Married,0.17,0.93,0.86,None,Private,22.1,STEM,24.4,14108.33,Medium,TRUE,Full-Time,46.8,15.6
254,2.91,1254,28,1,Low,Single,0.05,0.78,0.87,None,Public,22.2,Education,8.5,19091.81,Low,FALSE,Full-Time,71,8.3
255,2.19,872,19,3,Middle,Single,0.65,0.5,0.45,None,Public,22.8,Arts,24.8,24434.28,Low,FALSE,Full-Time,92.4,7.5
256,2.16,1027,23,1,High,Single,0.96,0.5,0.5,None,Public,22,Business,13,13959.73,Low,FALSE,Full-Time,43.7,12.4
257,3.43,1290,29,1,Low,Married,0.17,0.89,0.9,Family Issues,Public,22.4,Education,11.1,18842.08,Low,FALSE,Part-Time,24.4,13.6
258,2.41,993,22,1,Low,Married,0.59,0.79,0.75,Family Issues,Public,22.9,Health Sciences,12.5,24558.91,Medium,FALSE,Part-Time,38.3,12.3
259,2.79,1166,26,2,High,Single,0.18,0.84,0.73,None,Private,22,Health Sciences,14.6,19166.04,Low,FALSE,Full-Time,61.3,10
260,3.03,1216,27,2,Low,Single,0.16,0.82,0.83,Health Issues,Public,22.3,STEM,14.9,22242.76,Low,FALSE,Full-Time,82.9,7
261,2.41,960,21,1,Low,Married,0.34,0.62,0.58,Family Issues,Public,22,Business,15.5,21263.73,High,FALSE,Full-Time,53.6,8.2
262,3,1091,24,4,Middle,Single,0.26,0.89,0.89,None,Public,22.1,Business,6.2,25225.04,Low,FALSE,Full-Time,44.7,13.1
263,2.18,800,18,4,Low,Single,0.61,0.62,0.62,None,Public,23.1,Arts,17.8,4539.92,High,FALSE,Full-Time,72.8,9.5
264,2.32,946,21,1,High,Single,0.33,0.5,0.51,None,Private,23.2,STEM,22.6,21699.11,Low,TRUE,Full-Time,0.7,11.1
265,2.88,1062,23,2,Middle,Married,0.07,0.62,0.69,Health Issues,Public,22.6,Health Sciences,7,24768.27,High,FALSE,Full-Time,84.7,17
266,2.4,912,20,2,Middle,Single,0.3,0.63,0.61,None,Public,22.8,Education,16.1,23152.38,Medium,TRUE,Full-Time,36.8,12.3
267,3.23,1344,30,3,Low,Single,0.24,0.63,0.61,Financial Problems,Public,22.8,STEM,9.4,34060.06,Medium,FALSE,Full-Time,46,18.4
268,2.18,885,19,2,Middle,Married,0.27,0.5,0.42,None,Public,22.2,STEM,9.1,10131.73,Medium,FALSE,Full-Time,79.2,8.1
269,2.54,1033,23,2,High,Single,0.32,0.57,0.56,Health Issues,Public,22.6,STEM,19.6,17908.5,Medium,FALSE,Full-Time,27.7,21.5
270,2.95,1119,25,2,Middle,Married,0.05,0.71,0.73,None,Public,22,Business,24.9,37672.2,High,FALSE,Full-Time,10.5,8.3
271,3.18,1316,29,3,Low,Married,0.36,0.77,0.74,Family Issues,Public,22,Health Sciences,14.8,28648.04,Low,TRUE,Full-Time,74.5,12.7
272,2.09,884,19,2,Middle,Single,0.36,0.5,0.52,None,Public,22.5,Arts,19.1,11936.66,Low,FALSE,Full-Time,18.7,12.4
273,3.78,1274,28,3,Middle,Married,0,1,0.99,None,Public,22,Arts,2.8,16514.47,Medium,TRUE,Full-Time,63.3,3.6
274,3.04,1101,24,1,High,Single,0.37,0.73,0.67,Health Issues,Private,22,STEM,9.9,12664.32,High,FALSE,Full-Time,41.7,10.5
275,2.15,952,21,4,Middle,Single,0.44,0.5,0.52,Health Issues,Public,22.1,Health Sciences,8.4,9535.82,Low,TRUE,Part-Time,40.3,20.7
276,3.09,1169,26,3,Low,Married,0.12,0.64,0.63,None,Private,23.1,STEM,20.7,8414.56,Low,FALSE,Part-Time,77.8,8.7
277,2.86,1129,25,3,Low,Single,0,0.82,0.82,None,Public,23.3,Health Sciences,21.2,18284.88,Medium,FALSE,Full-Time,67.2,5.2
278,2.64,1009,22,1,Low,Single,0.13,0.59,0.57,None,Public,22.5,Business,20.1,11275.27,High,TRUE,Full-Time,11.8,15.6
279,2.82,1110,24,1,Middle,Single,0.18,0.6,0.56,None,Public,22.8,Arts,17.2,30344.2,High,TRUE,Full-Time,41.2,9.9
280,2.96,1042,23,6,Low,Single,0,0.76,0.77,Family Issues,Public,22.2,Arts,8.3,19548.9,High,FALSE,Full-Time,78.9,14.7
281,2.9,1117,25,5,Low,Divorced,0.24,0.65,0.64,None,Public,22,STEM,10.1,17919.8,Medium,TRUE,Full-Time,65.2,9.3
282,2.98,1199,26,1,Middle,Single,0.08,0.69,0.78,Family Issues,Private,22.1,Education,27.5,25343.69,Medium,TRUE,Full-Time,24.2,7.7
283,3.66,1337,30,2,Low,Married,0.11,0.94,0.98,Health Issues,Public,22.3,Health Sciences,8.4,19702.68,High,FALSE,Full-Time,124.2,2
284,2.36,914,20,1,Middle,Single,0.35,0.56,0.58,Health Issues,Public,22.6,STEM,8.7,25603.52,Medium,FALSE,Full-Time,66,2.8
285,3.59,1419,31,1,Middle,Single,0.1,1,0.99,Financial Problems,Public,22.4,STEM,14.2,18560.77,Low,FALSE,Full-Time,0,11.5
286,2.11,807,18,1,Middle,Single,0,0.52,0.42,Financial Problems,Private,22.4,Arts,20.8,12021.24,Low,FALSE,Part-Time,61.2,4.7
287,2.66,1077,24,1,High,Single,0.26,0.73,0.69,Family Issues,Public,22.2,Arts,23.1,11730.01,High,FALSE,Full-Time,59,4.6
288,2.97,1188,26,2,Low,Single,0.37,0.55,0.52,None,Public,22.7,STEM,17.2,0,Low,FALSE,Full-Time,72.8,12.5
289,2.68,1142,25,1,High,Single,0.34,0.58,0.57,None,Public,22,Arts,16.5,25114.3,Low,TRUE,Full-Time,0,14
290,2.29,1006,22,6,Low,Single,0.43,0.5,0.5,None,Public,22.9,STEM,14.9,4012.72,High,FALSE,Full-Time,71.9,3.1
291,2.37,1068,24,2,Middle,Married,0.55,0.5,0.53,None,Private,22.2,Health Sciences,13.4,13834.65,Low,FALSE,Full-Time,87.8,7.7
292,2.15,1026,23,1,Middle,Married,0.52,0.58,0.59,None,Public,23.5,Education,17.1,24037.48,Low,TRUE,Full-Time,0,6.3
293,2.27,1011,22,4,Low,Single,0.44,0.67,0.73,None,Public,22.3,STEM,13.5,4421.68,Low,FALSE,Full-Time,110.1,17.4
294,3.02,1227,27,2,Middle,Married,0,0.79,0.77,None,Public,22.3,Health Sciences,25.2,22764.49,Low,FALSE,Full-Time,19.6,12.2
295,2.91,1153,25,1,High,Single,0.47,0.71,0.72,None,Private,22.2,STEM,8.1,11779.99,Medium,FALSE,Full-Time,54.6,11.9
296,2.41,996,22,2,High,Married,0.47,0.54,0.56,None,Private,22.3,Education,8.5,25214.08,Low,FALSE,Part-Time,55.6,14.5
297,2.38,1234,27,2,Middle,Married,0.1,0.71,0.72,None,Public,22.8,Arts,14.2,21823.05,Low,FALSE,Full-Time,31.5,3.2
298,3.34,1146,25,3,Middle,Divorced,0.18,1,1,Family Issues,Public,22.5,Arts,8.8,11031.79,Low,FALSE,Part-Time,9.6,7.6
299,3.38,1221,27,2,Low,Single,0.38,0.86,0.9,Financial Problems,Public,23,Health Sciences,21.5,33487.1,High,TRUE,Full-Time,42.2,0.2
300,3.12,1194,26,1,Low,Married,0.19,0.87,0.81,Family Issues,Public,22.7,Arts,17.1,37317.44,Low,FALSE,Full-Time,11.3,10.5
301,3.01,975,21,2,Low,Married,0.22,0.79,0.78,None,Private,22.5,Health Sciences,19.8,12369.63,Medium,TRUE,Full-Time,57.2,8.6
302,2.25,1015,22,2,Middle,Single,0.5,0.64,0.64,None,Public,22.7,Education,11.3,20623.36,Low,FALSE,Full-Time,72.6,4
303,3.6,1212,27,2,Low,Divorced,0.04,0.78,0.89,Health Issues,Public,23.1,Arts,6.8,23602.85,Low,FALSE,Full-Time,17.4,4.9
304,2.69,1191,26,1,Middle,Single,0.18,0.62,0.61,None,Public,22.8,Business,16.8,34824.74,Low,TRUE,Full-Time,75.3,11.5
305,2.81,1096,24,4,Middle,Divorced,0.31,0.74,0.69,Family Issues,Public,22.6,STEM,17.4,3227.4,Medium,TRUE,Full-Time,80.6,14.6
306,2.41,1117,25,2,Middle,Married,0.41,0.72,0.75,None,Public,22.7,STEM,21.6,27080.37,High,FALSE,Part-Time,19.7,9.1
307,3.23,1291,29,2,Middle,Single,0.24,0.73,0.75,Health Issues,Private,22,Arts,15.3,11976.28,Medium,TRUE,Full-Time,26.8,16.6
308,2.64,1011,22,2,Middle,Single,0.09,0.5,0.5,None,Private,23.8,Business,17.2,16171.01,Low,FALSE,Full-Time,61.1,8.1
309,2.91,1182,26,1,High,Single,0.21,0.68,0.67,None,Private,22.8,STEM,20.3,22074.45,Low,FALSE,Full-Time,22.3,7.3
310,2.89,1069,24,2,High,Married,0.31,0.82,0.87,Family Issues,Public,22.8,Health Sciences,14.4,25696.28,Low,TRUE,Full-Time,56.2,13.8
311,2.7,1067,24,3,Middle,Married,0.39,0.52,0.47,Health Issues,Public,22.5,Health Sciences,14.3,29231.17,Low,TRUE,Full-Time,69.2,10.2
312,3.01,1264,28,2,Low,Divorced,0.26,0.63,0.62,None,Private,22,Business,8.9,9967.55,Medium,FALSE,Part-Time,0,9.6
313,2.89,1223,27,2,Middle,Single,0.21,0.74,0.71,None,Private,22.4,Health Sciences,16.4,24524.52,Low,TRUE,Full-Time,42.2,12.6
314,3.3,1222,27,2,Low,Married,0.34,0.81,0.87,Family Issues,Public,22.5,STEM,10.3,27939.15,Medium,TRUE,Full-Time,55.6,16.1
315,3.04,1295,29,3,Middle,Married,0,0.82,0.83,Family Issues,Public,22.1,STEM,20.4,10918.82,Low,TRUE,Full-Time,37.9,11.1
316,3.03,1103,24,3,Low,Divorced,0.23,0.64,0.58,None,Private,22.1,Health Sciences,17.4,12877.11,Low,TRUE,Part-Time,0,11.4
317,3.37,1202,27,3,High,Single,0.1,0.81,0.76,Health Issues,Private,22.3,Arts,8.6,17778.34,Medium,FALSE,Full-Time,29.4,15.2
318,2.13,1053,23,1,Middle,Single,0.81,0.65,0.75,Health Issues,Public,22.9,Education,11.5,11088.62,Medium,FALSE,Full-Time,42.4,8.6
319,3.21,1148,25,2,Low,Single,0.36,0.68,0.74,None,Private,23.1,Education,15.6,17223.41,Medium,FALSE,Full-Time,0.2,10
320,3.32,1080,24,3,Middle,Single,0,0.98,1,None,Public,22.6,STEM,8.5,19889.34,Low,FALSE,Full-Time,51.2,9
321,2.86,1114,25,2,High,Married,0.14,0.61,0.61,None,Private,22.2,Education,17.9,23739.05,Medium,FALSE,Full-Time,64.1,11.8
322,3.15,1189,26,3,Low,Single,0.29,0.87,0.95,None,Public,22.3,Business,13.2,30595.65,Low,TRUE,Full-Time,55.4,0
323,2.75,977,21,4,Middle,Single,0.32,0.65,0.6,Health Issues,Private,22.6,Education,12,12127.52,High,FALSE,Full-Time,22.2,13.9
324,3.45,1413,31,1,Low,Single,0.09,0.75,0.79,Health Issues,Public,22.6,Business,25.3,16201.98,High,FALSE,Part-Time,60.3,11.6
325,2.43,949,21,1,Middle,Single,0.52,0.56,0.54,Financial Problems,Private,22.7,Education,12.7,26178,High,FALSE,Part-Time,19.3,9.4
326,2,917,20,2,Low,Single,0.21,0.55,0.54,None,Private,22.3,Health Sciences,22.1,42022.77,Medium,FALSE,Full-Time,43.5,8.5
327,3.23,1273,28,1,Low,Single,0.18,0.81,0.84,None,Private,22.8,Business,21.6,19775.93,Medium,TRUE,Part-Time,69.5,18
328,3.2,1218,27,4,Middle,Single,0.04,0.91,0.9,None,Public,22.7,Business,21.9,23531.34,High,FALSE,Full-Time,48,17.9
329,3.14,1193,26,1,Low,Single,0.16,0.93,0.91,None,Private,22.3,Arts,10.8,22275.06,Medium,FALSE,Part-Time,36.6,19.2
330,3.31,1194,26,1,High,Single,0.61,0.71,0.68,Family Issues,Public,22,Arts,13.5,17761.64,Low,FALSE,Part-Time,43.8,17.4
331,2.51,1098,24,6,Middle,Single,0.53,0.5,0.4,None,Public,22.1,Education,20.1,14579.42,Medium,TRUE,Part-Time,81.6,10.3
332,2.25,965,21,1,Low,Single,0.09,0.5,0.54,None,Public,23.3,STEM,14.1,27425.31,Low,FALSE,Full-Time,46.6,13
333,3.35,1111,25,2,Middle,Married,0.33,0.75,0.7,None,Public,22,Health Sciences,12.4,43416.34,Medium,FALSE,Full-Time,62.4,13.1
334,2.45,998,22,1,High,Married,0.13,0.72,0.82,None,Public,23.2,Education,21.1,29629.8,Medium,FALSE,Part-Time,31.2,11.8
335,3.18,1246,28,3,High,Single,0.14,0.85,0.84,Family Issues,Private,22,STEM,14.1,20562.71,Medium,FALSE,Full-Time,12.9,5.3
336,2.67,1077,24,1,Middle,Single,0.48,0.61,0.68,Health Issues,Public,22.1,Business,20.4,17207.27,Medium,FALSE,Part-Time,0,12
337,2.19,976,21,1,Low,Single,0.68,0.55,0.46,None,Private,22.3,STEM,16.8,23577.34,Medium,FALSE,Part-Time,28.2,7.7
338,3.12,1051,23,4,High,Single,0.27,0.92,0.96,None,Public,23.4,STEM,13.5,20996.89,High,FALSE,Full-Time,2.2,18.3
339,2.75,1161,26,1,Low,Single,0,0.88,0.93,None,Private,22.5,Arts,0.9,18005.42,Low,FALSE,Full-Time,44.9,6.8
340,2.2,1015,22,3,Middle,Married,0.43,0.58,0.64,None,Private,22.4,STEM,13.6,11347.22,Medium,FALSE,Full-Time,34.7,13.9
341,2.31,976,21,1,Low,Single,0.22,0.5,0.42,Family Issues,Public,22,Arts,18.8,24665.99,Low,FALSE,Part-Time,73.7,3.7
342,2.24,1136,25,1,Middle,Single,0.02,0.59,0.55,None,Public,22.8,Education,11.2,37590.8,Low,TRUE,Full-Time,25.1,12.2
343,2.65,1136,25,3,High,Single,0.15,0.76,0.78,Financial Problems,Private,22.2,Business,7.9,23343,Low,TRUE,Part-Time,17.4,6.3
344,2.27,1023,23,1,Middle,Married,0.4,0.59,0.6,None,Public,22.4,Business,16.2,9639.01,High,TRUE,Part-Time,86.6,9
345,2.76,1029,23,1,Middle,Single,0.53,0.76,0.78,None,Private,22.3,STEM,11.5,14063.13,Low,FALSE,Part-Time,82.8,16
346,2.63,1134,25,3,Low,Single,0.78,0.69,0.68,None,Private,22.9,Education,7.9,42211.38,Medium,TRUE,Full-Time,63.4,14.5
347,2.47,882,19,2,Low,Single,0.48,0.5,0.58,Health Issues,Public,22.9,Health Sciences,21.9,11671.76,High,TRUE,Full-Time,62.4,14.5
348,2.64,888,19,2,Low,Single,0.19,0.57,0.7,None,Public,22.1,Education,15.8,32094.98,High,FALSE,Full-Time,64.7,12.1
349,2.71,992,22,1,High,Married,0.05,0.65,0.65,Family Issues,Public,22.2,STEM,18.3,11737.16,Low,FALSE,Full-Time,41.3,7
350,2.61,1067,24,3,Middle,Single,0.35,0.76,0.78,None,Public,22.1,Business,10.9,14016.49,Medium,FALSE,Full-Time,0,11.8
351,2.91,1146,25,1,Low,Single,0.21,0.65,0.65,None,Private,22.6,STEM,14,32498.64,Low,FALSE,Full-Time,12.5,1.5
352,2.85,1321,29,3,Low,Single,0.14,0.76,0.82,None,Public,23,Arts,18.8,24375.78,Low,FALSE,Part-Time,95.1,13.8
353,3.03,1228,27,2,High,Single,0.09,0.79,0.83,Health Issues,Public,22.6,Education,13.1,20200.82,High,FALSE,Full-Time,84,7.5
354,2.43,1076,24,3,Low,Divorced,0.73,0.77,0.71,None,Public,22,Health Sciences,3.7,13931.46,Medium,FALSE,Full-Time,70,8.7
355,2.95,1097,24,1,Low,Single,0.23,0.73,0.7,Financial Problems,Private,22.9,Arts,13.2,32786.55,High,FALSE,Full-Time,43.9,8.5
356,3.15,949,21,1,Middle,Single,0.36,0.61,0.56,None,Public,22,Arts,14.6,13697.62,Low,FALSE,Full-Time,25.2,14.9
357,2.89,1097,24,3,Low,Single,0.34,0.79,0.92,None,Public,22.1,STEM,18.4,9165.22,Low,FALSE,Part-Time,10.7,10.6
358,2.04,1056,23,4,Low,Married,0.48,0.72,0.76,None,Public,22.6,STEM,15.1,25278.82,Low,FALSE,Full-Time,102.9,7.4
359,2.76,1148,25,1,High,Single,0.44,0.76,0.73,Financial Problems,Private,22.5,STEM,12.5,13572.76,Low,TRUE,Full-Time,87.1,2.5
360,2.48,975,21,3,Middle,Single,0.4,0.54,0.51,None,Public,22.9,STEM,11.6,17481.08,Low,FALSE,Full-Time,112.9,16.2
361,2.97,1177,26,1,Middle,Married,0.29,0.63,0.67,None,Private,22.2,Business,20.3,35088.21,Medium,FALSE,Full-Time,52.4,13
362,3.11,1329,29,2,Middle,Married,0.21,0.68,0.73,None,Public,22,Health Sciences,20.6,3027.4,High,TRUE,Full-Time,79.4,14
363,2.78,1083,24,4,Low,Single,0.08,0.9,0.94,None,Public,22.3,Arts,7.8,18748.39,High,FALSE,Full-Time,14.8,4.5
364,2.53,1160,26,4,High,Single,0.42,0.6,0.58,None,Public,23,Business,17.7,25098.72,Low,FALSE,Full-Time,113,2.9
